WaferID,Batch,BatchIdx,Shift,F1_Tool,F1_Thickness_um,F1_TTV_um,F1_Warp_um,SCRAP_F1,F2_Tool,F2_RCA1_Temp_C,F2_RCA1_Time_s,F2_RCA2_Temp_C,F2_HFDip_Time_s,F2_Particles,F2_MetalContam_ppb,SCRAP_F2,F3_Tool,F3_OxTemp_C,F3_OxTime_min,F3_O2Flow_slm,F3_Thickness_nm,F3_ThicknessDev_nm,F3_Uniformity_pct,F3_KLA_Defects,SCRAP_F3,F4_Tool,F4_CVD_Temp_C,F4_Pressure_mTorr,F4_SiH4_sccm,F4_NH3_sccm,F4_SiN_Thickness_nm,F4_RefractiveIndex,SCRAP_F4,F5_Tool,F5_UVDose_mJ,F5_FocusOffset_nm,F5_BakeTemp_C,F5_DevTime_s,F5_CD_nm,F5_Overlay_nm,F5_KLA_Defects,SCRAP_F5,F6_Tool,F6_EtchTime_s,F6_EtchTemp_C,F6_RFPower_W,F6_CF4_sccm,F6_Pressure_mTorr,F6_Selectivity,F6_Uniformity_pct,F6_ProfileAngle_deg,F6_KLA_Defects,SCRAP_F6,F7_Tool,F7_O2Power_W,F7_StripTemp_C,F7_Time_s,F7_ResidualResist_pct,SCRAP_F7,F8_Tool,F8_Dose_ions_cm2,F8_Energy_keV,F8_Tilt_deg,F8_BeamCurrent_mA,F8_SheetRes_ohmSq,SCRAP_F8,F9_Tool,F9_PeakTemp_C,F9_RampRate_Cs,F9_SoakTime_s,F9_Activation_pct,SCRAP_F9,F10_Tool,F10_Pressure_psi,F10_Platen_rpm,F10_SlurryFlow_mlmin,F10_Time_s,F10_MRR_nmmin,F10_Dishing_nm,F10_Uniformity_pct,F10_KLA_Defects,SCRAP_F10,F11_Tool,F11_DCPower_kW,F11_Ar_sccm,F11_Pressure_mTorr,F11_CuThickness_nm,F11_Resistivity_uOhmcm,F11_StepCoverage_pct,SCRAP_F11,F12_Tool,F12_CurrentDensity_mAcm2,F12_BathTemp_C,F12_Additive_ppm,F12_PlatingTime_s,F12_VoidCount,F12_Overburden_nm,SCRAP_F12,F13_Tool,F13_TargetPower_kW,F13_N2_sccm,F13_Pressure_mTorr,F13_TaNThickness_nm,F13_StepCoverage_pct,F13_BarrierIntegrity,SCRAP_F13,Chem_HF_Reactivity,Chem_SC1_Efficiency,Chem_Cu_Potential_V,Chem_SiN_PlasmaReactivity,Chem_SelectivityIndex,TotalScraps,SCRAP_FINAL
23,BATCH_001,1,Morning,DISCO_DSC1,723.7,0.09,10.1,0,SEZ_DV_LL,77.4,645.0,80.1,29.0,17,0.749,0,TEL_INDY_PLUS,1006.4,65.8,4.72,103.86,3.86,1.85,4,0,LAM_VECTOR,764.8,265.7,102.3,461.2,86.45,1.986,1,NIKON_NSR_S620,33.27,-56.8,110.4,57.2,90.99,12.1,7,0,LAM_9400_TCP,50.7,60.7,795.8,75.73,103.8,9.97,3.0,88.56,6,0,MATTSON_ASPEN2,1502.8,234.6,189.0,0,0,VARIAN_VIISTA,1055422692619314.0,39.27,6.74,14.85,75.85,0,TEL_RTP,1046.3,71.18,10.2,82.17,0,NOVELLUS_MOMENTUM,4.48,59.7,207.3,95.4,133.75,0.97,2.73,3,0,NOVELLUS_INOVA,12.17,50.1,2.93,149.21,1.735,80.18,0,SEMITOOL_EQUINOX,20.54,25.8,8.2,112.2,0,293.4,0,TEL_TELINDY,7.87,30.8,1.99,10.94,92.01,Good,0,41.5836,91.14,0.3403,1.013,9.871,1,0
24,BATCH_001,1,Afternoon,DISCO_DSC1,726.3,0.18,2.8,0,SEZ_DV_LL,79.4,599.0,76.9,28.9,6,0.77,0,TEL_INDY_PLUS,1005.0,56.1,5.31,97.57,2.43,1.52,2,0,LAM_VECTOR,731.7,286.3,95.02,466.2,78.9,2.025,0,NIKON_NSR_S620,27.27,-14.2,112.7,60.0,89.05,2.4,4,0,LAM_9400_TCP,43.4,58.5,776.1,84.35,91.8,10.12,3.18,90.25,3,0,MATTSON_ASPEN2,1410.7,282.1,191.0,0.359,0,VARIAN_VIISTA,995347128627313.0,42.38,7.4,15.08,82.72,0,TEL_RTP,1048.6,74.48,9.0,82.45,0,NOVELLUS_MOMENTUM,4.46,55.0,210.5,94.6,128.08,6.71,1.95,5,0,NOVELLUS_INOVA,11.69,41.9,2.89,148.92,1.725,82.47,0,SEMITOOL_EQUINOX,18.8,25.2,8.57,114.7,1,295.5,0,TEL_TELINDY,7.72,28.3,1.77,9.61,89.3,Good,0,38.892,95.04,0.3392,0.929,10.216,0,0
25,BATCH_001,1,Afternoon,DISCO_DSC1,725.1,0.24,0.7,0,SEZ_DV_LL,79.6,566.0,79.5,30.7,3,0.287,0,TEL_INDY_PLUS,1005.9,55.8,4.94,98.45,1.55,1.76,7,0,LAM_VECTOR,757.2,284.2,106.17,474.7,76.46,2.052,0,NIKON_NSR_S620,29.17,-63.4,111.3,57.5,91.42,8.3,4,0,LAM_9400_TCP,39.6,57.0,787.1,83.08,86.1,10.18,3.58,87.06,3,0,MATTSON_ASPEN2,1566.2,243.7,173.0,0.156,0,VARIAN_VIISTA,923500739779932.0,40.1,6.95,15.78,86.28,0,TEL_RTP,1057.0,83.47,12.2,89.68,0,NOVELLUS_MOMENTUM,4.42,61.9,183.8,106.0,153.44,0.34,,5,0,NOVELLUS_INOVA,12.64,46.4,2.64,151.8,1.698,88.16,0,SEMITOOL_EQUINOX,20.67,23.8,7.94,119.8,1,341.8,0,TEL_TELINDY,7.8,32.0,2.18,8.33,88.88,Good,0,37.1384,95.94,0.3404,0.913,10.035,0,0
26,BATCH_002,2,Afternoon,DISCO_DSC2,728.5,0.45,3.6,0,TEL_UW1200,78.1,657.0,79.3,29.8,12,0.426,0,TEL_INDY_PLUS,999.7,54.2,5.11,96.84,3.16,2.29,5,0,AMAT_PRODUCER,777.4,255.0,102.36,515.7,80.95,2.014,0,NIKON_NSR_S620,30.86,5.9,107.8,64.8,90.79,9.5,4,0,TEL_TELIUS,38.8,59.6,788.9,83.61,95.8,10.04,3.04,91.18,5,0,IRIDIA_RF,1372.8,271.0,189.0,0.472,0,VARIAN_VIISTA,992817323283913.0,34.47,7.12,15.81,,0,TEL_RTP,1043.1,73.37,11.7,83.15,0,NOVELLUS_MOMENTUM,4.48,59.4,206.9,87.5,137.94,5.72,1.68,3,0,ULVAC_ENTRON,12.52,51.5,2.56,149.32,1.837,86.38,0,SEMITOOL_EQUINOX,19.83,25.1,8.3,120.3,0,359.3,0,ASM_XP_PLUS,7.89,33.3,1.75,9.61,89.69,Good,0,40.2198,93.99,0.3399,0.965,9.961,0,0
27,BATCH_002,2,Morning,DISCO_DSC2,726.8,1.16,2.1,0,TEL_UW1200,78.5,642.0,81.3,31.5,9,0.622,0,TEL_INDY_PLUS,1004.7,61.1,5.26,104.81,4.81,2.99,7,0,AMAT_PRODUCER,744.0,221.6,99.32,474.0,72.67,2.015,1,NIKON_NSR_S620,25.17,0.9,108.3,60.7,87.33,7.8,4,0,TEL_TELIUS,42.2,57.3,823.5,79.32,102.1,10.09,2.96,88.82,2,0,IRIDIA_RF,1547.9,261.2,205.0,0.335,0,VARIAN_VIISTA,973887833596714.0,37.17,6.77,15.52,84.56,0,TEL_RTP,1018.9,73.05,10.6,72.12,1,NOVELLUS_MOMENTUM,4.2,61.6,195.5,90.9,127.01,-0.43,1.93,5,0,ULVAC_ENTRON,11.32,49.9,2.74,154.57,1.811,89.21,0,SEMITOOL_EQUINOX,19.63,25.0,8.09,121.2,0,342.4,0,ASM_XP_PLUS,8.39,29.1,2.17,9.36,93.03,Good,0,37.484,95.25,0.3398,1.04,10.359,2,0
28,BATCH_002,2,Morning,DISCO_DSC2,726.7,0.24,3.0,0,TEL_UW1200,78.8,594.0,77.7,28.4,7,0.532,0,TEL_INDY_PLUS,1014.4,62.3,5.51,102.89,2.89,3.27,5,0,AMAT_PRODUCER,748.9,210.9,108.0,538.1,83.92,2.0,0,NIKON_NSR_S620,32.76,-30.7,112.2,60.2,92.2,8.4,4,0,TEL_TELIUS,45.6,63.3,817.8,77.45,114.9,9.8,2.62,87.91,5,0,IRIDIA_RF,1486.0,220.7,150.0,0,0,VARIAN_VIISTA,967555477353612.0,39.58,7.01,14.48,80.32,0,TEL_RTP,1059.4,73.02,9.0,91.2,0,NOVELLUS_MOMENTUM,4.52,56.1,222.4,89.2,127.28,13.64,,9,0,ULVAC_ENTRON,12.42,53.4,3.3,147.86,1.744,83.61,0,SEMITOOL_EQUINOX,17.79,24.5,8.16,121.1,2,314.3,0,ASM_XP_PLUS,7.27,30.7,1.78,9.68,87.04,Good,0,44.955,95.86,0.3385,1.096,9.584,0,0
29,BATCH_002,2,Afternoon,DISCO_DSC2,728.2,0.26,0.6,0,TEL_UW1200,79.6,611.0,76.8,21.9,9,0.277,0,TEL_INDY_PLUS,1004.8,63.4,5.01,106.73,6.73,2.72,6,0,AMAT_PRODUCER,755.3,275.8,106.46,517.8,82.05,2.061,1,NIKON_NSR_S620,30.64,11.7,110.6,63.6,89.59,11.2,6,0,TEL_TELIUS,42.9,66.1,814.5,84.21,90.2,9.67,3.68,88.65,2,0,IRIDIA_RF,1426.2,249.3,185.0,0,0,VARIAN_VIISTA,944960322915960.0,39.66,6.58,14.32,86.8,0,TEL_RTP,1047.6,77.18,10.1,85.88,0,NOVELLUS_MOMENTUM,4.4,52.9,200.3,91.9,114.79,5.66,2.29,3,0,ULVAC_ENTRON,12.08,55.7,2.61,140.22,1.668,84.62,0,SEMITOOL_EQUINOX,21.59,23.5,7.58,129.6,1,289.7,0,ASM_XP_PLUS,7.25,30.6,2.15,10.56,91.03,Good,0,48.8268,92.94,0.341,0.967,9.71,1,0
30,BATCH_002,2,Night,DISCO_DSC2,718.3,1.0,3.3,0,TEL_UW1200,80.7,595.0,79.3,29.3,16,0.698,0,TEL_INDY_PLUS,1010.5,51.8,5.13,94.98,5.02,1.98,5,0,AMAT_PRODUCER,730.1,269.1,118.95,504.5,77.73,2.048,0,NIKON_NSR_S620,31.1,43.2,112.1,61.3,90.57,7.2,5,0,TEL_TELIUS,45.4,60.8,773.1,70.63,98.2,10.01,3.27,89.12,4,0,IRIDIA_RF,1454.4,235.1,157.0,0.197,0,VARIAN_VIISTA,989254270675812.0,42.25,6.54,13.01,80.36,0,TEL_RTP,1047.5,76.01,11.7,81.62,0,NOVELLUS_MOMENTUM,4.93,65.5,176.0,86.9,154.35,11.02,1.75,5,0,ULVAC_ENTRON,11.36,45.3,3.19,153.58,1.875,90.89,0,SEMITOOL_EQUINOX,20.91,25.9,8.56,123.6,1,313.3,0,ASM_XP_PLUS,8.62,30.6,2.21,8.46,91.17,Good,0,41.7094,84.71,0.3406,0.958,9.953,0,0
31,BATCH_002,2,Morning,DISCO_DSC2,721.6,0.54,1.3,0,TEL_UW1200,76.1,556.0,73.8,35.6,11,0.58,0,TEL_INDY_PLUS,1012.8,61.0,4.62,106.95,6.95,2.18,5,0,AMAT_PRODUCER,764.1,259.1,105.77,495.9,75.82,2.031,0,NIKON_NSR_S620,28.36,61.6,109.4,56.0,87.76,12.0,3,0,TEL_TELIUS,40.7,59.0,822.8,79.33,98.3,10.0,3.13,89.44,5,0,IRIDIA_RF,1332.4,250.9,180.0,0.151,0,VARIAN_VIISTA,1010762049849748.0,40.73,6.92,14.9,77.77,0,TEL_RTP,1053.5,78.63,9.5,84.97,0,NOVELLUS_MOMENTUM,4.88,61.8,191.3,103.5,154.96,9.7,2.32,7,0,ULVAC_ENTRON,12.3,48.8,3.2,150.63,1.652,78.36,0,SEMITOOL_EQUINOX,20.22,25.5,8.19,109.0,0,293.7,0,ASM_XP_PLUS,7.61,31.2,2.27,10.04,88.89,Good,0,39.4911,90.89,0.3401,1.02,10.224,0,0
32,BATCH_002,2,Night,DISCO_DSC2,727.1,1.35,0.3,0,TEL_UW1200,75.9,620.0,77.4,29.3,15,0.772,0,TEL_INDY_PLUS,999.2,63.8,5.04,103.15,3.15,2.94,8,0,AMAT_PRODUCER,739.8,244.7,101.12,506.8,81.93,2.028,0,NIKON_NSR_S620,32.13,14.0,108.5,54.8,90.19,2.5,4,0,TEL_TELIUS,46.9,59.4,792.8,74.85,109.7,10.04,4.19,88.96,4,0,IRIDIA_RF,1506.3,263.3,187.0,0.415,0,VARIAN_VIISTA,980816168651071.0,40.31,7.09,15.05,83.41,0,TEL_RTP,1039.3,81.41,7.5,79.11,1,NOVELLUS_MOMENTUM,3.83,58.2,209.3,80.2,109.42,-0.3,2.37,3,0,ULVAC_ENTRON,11.99,51.6,2.97,143.87,1.696,87.73,0,SEMITOOL_EQUINOX,20.53,24.7,9.14,126.6,0,312.9,0,ASM_XP_PLUS,8.26,30.2,1.88,10.5,87.89,Good,0,39.9757,88.09,0.3403,1.038,10.021,1,0
33,BATCH_002,2,Morning,DISCO_DSC2,727.1,2.19,4.0,0,TEL_UW1200,79.1,643.0,79.5,29.2,17,0.159,0,TEL_INDY_PLUS,1005.1,74.4,5.09,113.17,13.17,2.38,7,1,AMAT_PRODUCER,748.5,219.2,111.67,542.9,85.78,1.973,0,NIKON_NSR_S620,29.19,61.3,108.6,63.0,84.3,9.9,4,0,TEL_TELIUS,49.3,56.9,799.9,78.43,99.9,10.16,3.57,88.46,3,0,IRIDIA_RF,1558.4,241.2,193.0,0.393,0,VARIAN_VIISTA,1012838688168494.0,42.08,7.19,15.37,80.95,0,TEL_RTP,1049.3,81.73,9.0,85.82,0,NOVELLUS_MOMENTUM,4.55,64.5,187.5,103.1,144.29,0.41,,8,0,ULVAC_ENTRON,13.36,49.9,2.81,151.68,1.757,84.57,0,SEMITOOL_EQUINOX,20.36,26.2,8.19,119.9,0,296.8,0,ASM_XP_PLUS,8.29,31.2,2.11,10.42,90.97,Good,0,37.0238,90.29,0.3402,0.999,10.739,1,0
34,BATCH_002,2,Morning,DISCO_DSC2,729.2,1.07,6.4,0,TEL_UW1200,78.8,602.0,76.0,31.0,9,0.262,0,TEL_INDY_PLUS,992.0,62.3,5.38,99.68,0.32,2.74,8,0,AMAT_PRODUCER,764.8,254.5,86.22,470.7,81.84,2.028,0,NIKON_NSR_S620,32.56,-2.0,110.9,58.2,93.17,6.7,9,0,TEL_TELIUS,46.6,58.9,822.4,73.95,115.5,10.01,2.74,90.91,3,0,IRIDIA_RF,1437.9,246.2,168.0,0.443,0,VARIAN_VIISTA,992277014383717.0,38.92,7.24,15.3,83.89,0,TEL_RTP,1056.9,74.81,10.2,85.21,0,NOVELLUS_MOMENTUM,4.39,53.5,178.9,86.3,128.23,15.24,1.55,9,0,ULVAC_ENTRON,12.44,50.2,3.01,159.16,1.829,81.16,0,SEMITOOL_EQUINOX,20.16,25.4,7.3,135.7,0,324.7,0,ASM_XP_PLUS,7.31,29.3,2.31,10.9,89.92,Good,0,39.3707,94.86,0.3401,1.105,9.693,0,0
35,BATCH_002,2,Morning,DISCO_DSC2,727.7,1.49,0.6,0,TEL_UW1200,78.5,600.0,79.3,28.3,12,0.648,0,TEL_INDY_PLUS,996.5,60.0,4.71,100.15,0.15,2.65,2,0,AMAT_PRODUCER,736.3,264.3,100.84,478.3,81.96,2.043,0,NIKON_NSR_S620,30.4,22.6,110.4,64.2,90.98,20.1,5,1,TEL_TELIUS,50.7,61.9,801.8,71.22,97.1,9.9,2.15,88.53,4,0,IRIDIA_RF,1260.8,215.3,186.0,0.178,0,VARIAN_VIISTA,1022994640011100.0,41.27,7.0,14.51,77.63,0,TEL_RTP,1059.9,69.31,9.4,86.84,0,NOVELLUS_MOMENTUM,4.3,59.7,208.2,87.4,117.01,-0.22,1.93,3,0,ULVAC_ENTRON,11.91,48.2,2.55,142.7,1.872,88.77,0,SEMITOOL_EQUINOX,20.45,23.7,7.9,114.6,0,341.8,0,ASM_XP_PLUS,7.47,30.1,1.9,10.28,91.42,Good,0,43.1135,93.75,0.3403,0.988,9.803,1,0
36,BATCH_002,2,Night,DISCO_DSC2,723.4,1.32,4.9,0,TEL_UW1200,77.6,577.0,78.3,28.1,22,0.634,0,TEL_INDY_PLUS,1001.5,65.5,4.28,107.41,7.41,3.18,7,0,AMAT_PRODUCER,738.0,229.9,109.07,493.8,79.55,2.011,0,NIKON_NSR_S620,28.94,37.7,109.8,59.6,90.72,11.8,9,0,TEL_TELIUS,43.0,60.9,772.9,80.31,107.5,10.01,2.85,89.33,4,0,IRIDIA_RF,1483.5,260.0,196.0,0.337,0,VARIAN_VIISTA,993609830516784.0,42.31,7.17,15.24,80.06,0,TEL_RTP,1070.7,72.74,10.1,97.72,0,NOVELLUS_MOMENTUM,5.01,57.8,185.3,81.5,158.17,10.25,1.85,9,0,ULVAC_ENTRON,12.59,51.6,2.81,146.43,1.879,85.79,0,SEMITOOL_EQUINOX,21.25,25.9,7.87,132.4,0,311.9,0,ASM_XP_PLUS,8.25,28.5,2.15,11.14,87.5,Good,0,41.8355,88.84,0.3408,1.002,9.938,0,0
37,BATCH_002,2,Afternoon,DISCO_DSC2,729.4,0.79,2.8,0,TEL_UW1200,78.4,574.0,76.5,27.6,8,0.57,0,TEL_INDY_PLUS,1007.5,56.9,4.94,101.14,1.14,2.3,7,0,AMAT_PRODUCER,727.6,258.4,115.14,511.3,77.53,2.02,0,NIKON_NSR_S620,27.49,4.3,108.6,63.3,86.9,8.6,2,0,TEL_TELIUS,44.7,59.2,785.7,80.15,113.3,10.07,2.8,89.3,2,0,IRIDIA_RF,1579.0,261.3,176.0,0.011,0,VARIAN_VIISTA,1022455403990946.0,40.33,6.99,15.4,75.93,0,TEL_RTP,1048.8,70.01,11.0,86.0,0,NOVELLUS_MOMENTUM,3.83,60.0,175.3,91.0,107.77,-0.61,2.67,9,0,ULVAC_ENTRON,11.71,51.6,3.45,153.09,1.875,85.07,0,SEMITOOL_EQUINOX,19.3,24.7,7.85,129.6,1,339.8,0,ASM_XP_PLUS,7.96,26.2,2.11,10.39,89.51,Good,0,39.7328,95.84,0.3395,1.045,10.382,0,0
38,BATCH_002,2,Morning,DISCO_DSC2,725.6,1.88,1.4,0,TEL_UW1200,80.7,629.0,75.7,27.0,10,0.372,0,TEL_INDY_PLUS,990.1,58.7,4.72,100.36,0.36,2.38,2,0,AMAT_PRODUCER,766.5,267.4,101.41,492.3,83.94,2.025,0,NIKON_NSR_S620,30.58,-3.0,111.1,61.2,92.08,6.4,4,0,TEL_TELIUS,47.9,57.5,763.9,76.47,114.0,10.2,2.52,88.58,1,0,IRIDIA_RF,1658.9,235.9,181.0,0,0,VARIAN_VIISTA,1005100092904423.0,44.44,6.79,14.77,80.19,0,TEL_RTP,1038.3,68.34,11.0,78.49,1,NOVELLUS_MOMENTUM,4.14,63.0,204.7,94.4,134.41,7.84,1.99,4,0,ULVAC_ENTRON,12.7,46.4,3.3,154.3,1.882,84.01,0,SEMITOOL_EQUINOX,19.19,26.4,7.71,128.1,1,301.9,0,ASM_XP_PLUS,7.77,33.1,2.02,10.52,88.56,Good,0,37.7158,87.71,0.3395,1.02,9.988,1,1
39,BATCH_002,2,Night,DISCO_DSC2,725.2,1.75,1.4,0,TEL_UW1200,79.7,605.0,78.0,33.3,16,0.556,0,TEL_INDY_PLUS,1006.4,57.0,4.68,103.5,3.5,2.65,8,0,AMAT_PRODUCER,759.5,247.3,108.72,506.0,74.89,2.042,0,NIKON_NSR_S620,29.68,-51.9,113.0,59.7,90.9,10.7,10,0,TEL_TELIUS,43.1,62.1,814.0,81.57,103.1,9.87,2.35,89.01,5,0,IRIDIA_RF,1469.7,262.3,156.0,0,0,VARIAN_VIISTA,990998218851584.0,42.23,6.95,15.98,83.47,0,TEL_RTP,1047.7,77.27,10.2,82.64,0,NOVELLUS_MOMENTUM,4.92,55.8,233.5,81.3,135.41,6.53,1.74,5,0,ULVAC_ENTRON,12.78,49.9,3.19,148.02,1.829,84.35,0,SEMITOOL_EQUINOX,16.78,25.8,7.98,127.2,1,251.7,0,ASM_XP_PLUS,7.89,27.9,1.84,9.86,88.17,Good,0,43.3728,89.11,0.3377,1.033,9.781,0,0
40,BATCH_002,2,Afternoon,DISCO_DSC2,725.5,0.11,2.6,0,TEL_UW1200,79.2,569.0,76.9,27.8,10,0.064,0,TEL_INDY_PLUS,994.8,59.3,4.88,97.63,2.37,2.77,5,0,AMAT_PRODUCER,757.1,265.3,107.55,482.3,83.36,2.024,0,NIKON_NSR_S620,29.9,32.8,109.1,55.4,90.13,6.4,5,0,TEL_TELIUS,46.0,53.1,845.5,88.09,98.7,10.25,4.47,87.03,3,0,IRIDIA_RF,1550.3,249.0,182.0,0,0,VARIAN_VIISTA,943188967284495.0,43.26,6.93,16.45,87.87,0,TEL_RTP,1045.6,72.11,9.6,83.93,0,NOVELLUS_MOMENTUM,4.19,57.0,209.5,89.6,123.33,11.22,2.3,7,0,ULVAC_ENTRON,11.21,51.5,3.08,154.97,1.966,85.06,0,SEMITOOL_EQUINOX,17.15,26.4,9.28,112.7,0,267.2,0,ASM_XP_PLUS,7.35,28.4,1.81,9.43,89.54,Good,0,32.875,93.56,0.338,1.05,10.237,0,0
41,BATCH_002,2,Afternoon,DISCO_DSC2,724.7,0.18,7.6,0,TEL_UW1200,79.7,590.0,76.7,32.2,8,0.521,0,TEL_INDY_PLUS,989.7,63.4,4.93,101.65,1.65,2.74,9,0,AMAT_PRODUCER,762.4,251.5,89.11,516.5,77.72,2.019,0,NIKON_NSR_S620,27.91,-61.8,106.9,54.7,87.89,6.9,5,0,TEL_TELIUS,41.1,57.5,780.6,85.67,104.2,10.16,2.62,89.38,4,0,IRIDIA_RF,1464.3,280.1,174.0,0.449,0,VARIAN_VIISTA,990012512991120.0,39.05,6.73,14.3,80.4,0,TEL_RTP,1037.7,76.69,10.2,80.66,0,NOVELLUS_MOMENTUM,4.86,58.1,201.0,91.1,143.39,9.61,2.41,3,0,ULVAC_ENTRON,10.08,49.5,3.31,147.93,1.845,84.75,0,SEMITOOL_EQUINOX,20.8,24.7,7.31,111.2,0,308.1,0,ASM_XP_PLUS,7.74,26.2,2.0,11.66,86.55,Good,0,37.7158,93.11,0.3405,0.996,10.374,0,0
42,BATCH_002,2,Morning,DISCO_DSC2,724.9,0.24,7.4,0,TEL_UW1200,77.3,638.0,76.5,31.0,2,0.419,0,TEL_INDY_PLUS,995.8,63.5,4.89,103.31,3.31,2.2,6,0,AMAT_PRODUCER,750.2,248.5,93.19,494.0,81.2,2.012,0,NIKON_NSR_S620,30.56,76.7,109.5,58.8,89.21,8.6,4,0,TEL_TELIUS,44.4,55.3,792.2,88.61,89.8,10.25,3.95,89.71,5,0,IRIDIA_RF,1549.1,245.6,179.0,0,0,VARIAN_VIISTA,1064639807915587.0,38.81,6.75,15.05,77.04,0,TEL_RTP,1047.5,76.57,9.5,82.65,0,NOVELLUS_MOMENTUM,4.5,61.6,190.7,81.7,135.67,0.84,1.94,6,0,ULVAC_ENTRON,11.05,49.0,3.19,153.15,1.816,80.34,0,SEMITOOL_EQUINOX,18.88,24.2,8.64,117.7,0,277.5,0,ASM_XP_PLUS,7.87,30.1,2.25,10.09,92.58,Good,0,35.2285,98.51,0.3393,0.938,10.331,0,1
43,BATCH_002,2,Afternoon,DISCO_DSC2,726.9,0.3,1.9,0,TEL_UW1200,79.5,584.0,78.8,30.0,10,0.245,0,TEL_INDY_PLUS,998.2,52.5,5.27,90.69,9.31,2.58,13,1,AMAT_PRODUCER,763.1,272.1,93.3,498.0,82.96,1.996,0,NIKON_NSR_S620,32.11,-18.2,110.4,56.3,90.55,7.1,8,0,TEL_TELIUS,48.4,61.8,794.4,82.26,116.4,9.92,2.57,90.93,6,0,IRIDIA_RF,1533.3,251.2,181.0,0.236,0,VARIAN_VIISTA,1018192414657067.0,40.73,6.97,16.52,78.65,0,TEL_RTP,1030.7,75.13,8.5,75.96,1,NOVELLUS_MOMENTUM,4.57,57.9,239.2,92.6,146.49,13.44,2.53,7,0,ULVAC_ENTRON,13.03,47.7,2.99,144.86,1.897,83.68,0,SEMITOOL_EQUINOX,20.15,26.9,8.06,108.5,1,311.1,0,ASM_XP_PLUS,8.0,26.5,1.85,9.84,90.09,Good,0,42.9843,92.75,0.3401,1.071,9.865,2,1
44,BATCH_002,2,Afternoon,DISCO_DSC2,727.2,0.09,5.6,0,TEL_UW1200,81.0,586.0,77.1,31.6,14,0.546,0,TEL_INDY_PLUS,992.1,64.9,4.39,101.02,1.02,2.77,2,0,AMAT_PRODUCER,741.9,283.3,105.08,493.4,75.26,2.01,0,NIKON_NSR_S620,28.92,96.9,110.6,73.3,87.64,11.0,3,0,TEL_TELIUS,41.4,57.6,770.3,80.13,111.3,10.18,2.93,90.0,2,0,IRIDIA_RF,1421.8,250.3,184.0,0.817,1,VARIAN_VIISTA,997007169948465.0,41.92,7.49,15.22,78.97,0,TEL_RTP,1046.4,75.91,8.4,81.48,0,NOVELLUS_MOMENTUM,4.15,55.3,212.8,95.0,110.46,-1.29,2.96,5,0,ULVAC_ENTRON,14.26,45.8,2.77,149.47,1.726,84.64,0,SEMITOOL_EQUINOX,23.3,24.8,8.24,120.7,0,327.4,0,ASM_XP_PLUS,7.0,31.4,1.74,10.9,90.29,Good,0,37.8321,84.0,0.342,1.016,10.42,1,1
45,BATCH_002,2,Morning,DISCO_DSC2,728.3,1.34,1.1,0,TEL_UW1200,76.8,604.0,75.4,29.9,5,0.295,0,TEL_INDY_PLUS,998.6,58.4,5.24,99.05,0.95,1.67,5,0,AMAT_PRODUCER,725.3,252.8,85.82,508.3,78.18,2.005,0,NIKON_NSR_S620,29.98,-18.1,112.3,62.2,90.13,14.9,7,0,TEL_TELIUS,44.6,56.7,788.8,80.36,100.1,10.19,2.14,88.54,3,0,IRIDIA_RF,1545.1,248.3,184.0,0.074,0,VARIAN_VIISTA,1040068462342025.0,38.39,7.11,13.45,80.4,0,TEL_RTP,1045.9,80.94,9.7,83.52,0,NOVELLUS_MOMENTUM,4.4,58.4,199.1,90.6,147.16,4.26,1.05,6,0,ULVAC_ENTRON,11.08,46.8,2.68,154.11,1.65,84.17,0,SEMITOOL_EQUINOX,20.71,24.2,8.25,115.3,1,319.9,0,ASM_XP_PLUS,8.78,30.7,1.87,8.69,88.5,Good,0,36.7955,96.06,0.3404,0.986,10.177,0,0
46,BATCH_002,2,Morning,DISCO_DSC2,724.8,0.36,0.3,0,TEL_UW1200,75.2,588.0,77.9,22.9,5,1.021,0,TEL_INDY_PLUS,996.8,54.0,5.27,96.54,3.46,2.38,6,0,AMAT_PRODUCER,754.4,240.3,85.7,518.2,82.35,2.009,0,NIKON_NSR_S620,33.19,54.3,115.6,56.7,93.98,3.5,4,0,TEL_TELIUS,46.5,56.7,819.1,92.93,102.6,10.13,3.43,89.26,2,0,IRIDIA_RF,1461.4,253.7,200.0,0,0,VARIAN_VIISTA,1038072716003897.0,39.95,6.74,14.8,78.38,0,TEL_RTP,1042.9,74.93,11.2,82.84,0,NOVELLUS_MOMENTUM,4.74,59.0,188.1,106.3,132.59,18.81,1.82,9,0,ULVAC_ENTRON,13.57,44.2,2.87,150.62,1.729,83.15,0,SEMITOOL_EQUINOX,20.97,23.3,8.44,121.2,0,317.7,0,ASM_XP_PLUS,8.59,30.5,1.99,9.56,86.23,Good,0,36.7955,89.66,0.3406,1.037,9.727,0,0
